Reference,doi,Composition,Location,Material,H2O technique,CO2 technique,Experimental apparatus,Sample,T_C,T_C sd,T_C sd type,P_bar,P_bar sd,P_bar sd type,H2O_wt%,H2O_wt% sd,H2O_wt% sd type,CO2_ppm,CO2_ppm sd,CO2_ppm sd type,SiO2_wt%,SiO2_wt% sd,SiO2_wt% sd type,Al2O3_wt%,Al2O3_wt% sd,Al2O3_wt% sd type,Na2O_wt%,Na2O_wt% sd,Na2O_wt% sd type,MgO_wt%,MgO_wt% sd,MgO_wt% sd type,CaO_wt%,CaO_wt% sd,CaO_wt% sd type,TiO2_wt%,TiO2_wt% sd,TiO2_wt% sd type,FeOT_wt%,FeOT_wt% sd,FeOT_wt% sd type,MnO_wt%,MnO_wt% sd,MnO_wt% sd type,K2O_wt%,K2O_wt% sd,K2O_wt% sd type,P2O5_wt%,P2O5_wt% sd,P2O5_wt% sd type,Fe3_FeT,Fe3_FeT sd,Fe3_FeT sd type,fO2,fO2 unit,fO2 sd,fO2 sd type,XH2Of,XH2Of sd,XH2Of sd type,XCO2f,XCO2f sd,XCO2f sd type,Fit_or_test,volatile-free analytical total,SiO2_n,TA_n,Symbol,Colour,calib_MagmaSat,calib_ShishkinaIdealMixing,calib_IaconoMarziano,calib_Liu,calib_Dixon
Lesne et al. (2011) CMP 162:153-168,10.1007/s00410-010-0588-x,Trachybasalt,"Etna, Italy",Natural,KFT,ND,IHPV,Run5#4,1200,10,A,2138,25,A,5.07,0.18,A,0,,NR,49.03835978,0.408799095,A,16.85074485,0.189177959,A,3.358006921,0.14139413,A,6.583385052,0.189820178,A,10.14826626,0.073068461,A,1.732249615,0.128898022,A,10.09719473,0.598708443,A,0.108747148,0.029844598,A,2.083045634,0.015962456,A,,,ND,,,ND,,,,,,,,,,,F,99.99999999,49.03835978,5.441052556,diamond,#56b4e9,Y,N,N,N,N
Lesne et al. (2011) CMP 162:153-168,10.1007/s00410-010-0588-x,Trachybasalt,"Etna, Italy",Natural,KFT,ND,IHPV,Run7#2,1200,10,A,1006,25,A,3.59,0.12,A,0,,NR,48.17683735,0.406820968,A,16.61161665,0.203079295,A,3.60572195,0.123153157,A,6.837690473,0.146929575,A,10.58296024,0.209059083,A,1.659069336,0.074541935,A,10.33103532,0.447826194,A,0.09954416,0.068783719,A,2.096699602,0.059646458,A,,,ND,,,ND,,,,,,,,,,,F,100.0011751,48.17627124,5.702354545,diamond,#56b4e9,Y,Y,N,N,N
Lesne et al. (2011) CMP 162:153-168,10.1007/s00410-010-0588-x,Trachybasalt,"Etna, Italy",Natural,KFT,ND,IHPV,Run30#4,1200,10,A,172,25,A,1.36,0.07,A,0,,NR,49.08484016,0.193249407,A,16.42969839,0.163395226,A,3.453465977,0.162132074,A,6.46152593,0.068231748,A,10.59340101,0.1449844,A,1.686973378,0.075964591,A,10.08239691,0.359220452,A,0.173462799,0.121860576,A,2.034235449,0.07513068,A,,,ND,,,ND,,,,,,,,,,,F,100,49.08484016,5.487701426,diamond,#56b4e9,Y,N,N,N,N
Lesne et al. (2011) CMP 162:153-168,10.1007/s00410-010-0588-x,Trachybasalt,"Etna, Italy",Natural,KFT,ND,IHPV,Run37#2,1200,10,A,163,25,A,1.08,0.07,A,0,,NR,48.85310364,0.414262129,A,16.19079,0.148025336,A,3.428557039,0.140272156,A,6.734126917,0.115982757,A,10.64119659,0.122816711,A,1.730340002,0.098220415,A,10.32983747,0.245785476,A,0.135146561,0.06726461,A,1.95690178,0.072611982,A,,,ND,,,ND,,,,,,,,,,,F,100,48.85310364,5.385458819,diamond,#56b4e9,Y,N,N,N,N
Lesne et al. (2011) CMP 162:153-168,10.1007/s00410-010-0588-x,Trachybasalt,"Etna, Italy",Natural,KFT,ND,IHPV,Run48#2,1200,10,A,2760,25,A,6.18,0.15,A,0,,NR,48.63573636,0.557183954,A,16.12456545,0.140114416,A,3.603507766,0.128152074,A,6.46500059,0.230305736,A,10.69866297,0.267197093,A,1.788525333,0.085926408,A,10.38343308,0.419062275,A,0.234947995,0.063137589,A,2.065620458,0.085254892,A,,,ND,,,ND,,,,,,,,,,,F,100,48.63573636,5.669128224,diamond,#56b4e9,Y,N,N,N,N
Lesne et al. (2011) CMP 162:153-168,10.1007/s00410-010-0588-x,Trachybasalt,"Etna, Italy",Natural,FTIR,ND,IHPV,Run51#2,1200,10,A,3948,25,A,8.96,0.130384048,A,0,,NR,49.31666121,0.416371,A,16.35713858,0.181950144,A,3.426938711,0.070317897,A,6.270799319,0.479241952,A,11.09788023,0.672088692,A,1.712870752,0.107491052,A,9.623598338,0.713668063,A,0.155385543,0.047717193,A,2.038727318,0.177915457,A,,,ND,,,ND,,,,,,,,,,,T,100,49.31666121,5.465666029,diamond,#56b4e9,Y,N,N,N,N
Iacono-Marziano et al. (2012) GCA 97:1-23,10.1016/j.gca.2012.08.035,Trachybasalt,"Etna, Italy",Natural,FTIR,FTIR,IHPV,,1200,,NR,485,,NR,0.95,0.05,A,306,43,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,ND,,,,,,,,,,,F,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,Y,Y,N,N
Iacono-Marziano et al. (2012) GCA 97:1-23,10.1016/j.gca.2012.08.035,Trachybasalt,"Etna, Italy",Natural,FTIR,FTIR,IHPV,,1200,,NR,485,,NR,1.18,0.07,A,191,27,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,ND,,,,,,,,,,,F,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,Y,Y,N,N
Iacono-Marziano et al. (2012) GCA 97:1-23,10.1016/j.gca.2012.08.035,Trachybasalt,"Etna, Italy",Natural,FTIR,FTIR,IHPV,,1200,,NR,1015,,NR,0.99,0.06,A,843,118,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,ND,,,,,,,,,,,F,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,Y,Y,N,N
Iacono-Marziano et al. (2012) GCA 97:1-23,10.1016/j.gca.2012.08.035,Trachybasalt,"Etna, Italy",Natural,FTIR,FTIR,IHPV,,1200,,NR,1015,,NR,2.12,0.17,A,548,82,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,ND,,,,,,,,,,,T,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,Y,Y,N,N
Iacono-Marziano et al. (2012) GCA 97:1-23,10.1016/j.gca.2012.08.035,Trachybasalt,"Etna, Italy",Natural,FTIR,FTIR,IHPV,,1200,,NR,1017,,NR,0.8,0.05,A,808,121,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,ND,,,,,,,,,,,F,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,N
Iacono-Marziano et al. (2012) GCA 97:1-23,10.1016/j.gca.2012.08.035,Trachybasalt,"Etna, Italy",Natural,FTIR,FTIR,IHPV,,1200,,NR,1017,,NR,2.08,0.08,A,534,75,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,ND,,,,,,,,,,,F,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,N
Iacono-Marziano et al. (2012) GCA 97:1-23,10.1016/j.gca.2012.08.035,Trachybasalt,"Etna, Italy",Natural,FTIR,FTIR,IHPV,,1200,,NR,1530,,NR,1.43,0.07,A,1278,179,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,ND,,,,,,,,,,,T,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,N
Iacono-Marziano et al. (2012) GCA 97:1-23,10.1016/j.gca.2012.08.035,Trachybasalt,"Etna, Italy",Natural,FTIR,FTIR,IHPV,,1200,,NR,1530,,NR,3.01,0.26,A,1035,145,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,ND,,,,,,,,,,,F,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,N
Iacono-Marziano et al. (2012) GCA 97:1-23,10.1016/j.gca.2012.08.035,Trachybasalt,"Etna, Italy",Natural,FTIR,FTIR,IHPV,,1200,,NR,2047,,NR,1.04,0.14,A,1853,259,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,ND,,,,,,,,,,,F,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,N
Iacono-Marziano et al. (2012) GCA 97:1-23,10.1016/j.gca.2012.08.035,Trachybasalt,"Etna, Italy",Natural,FTIR,FTIR,IHPV,,1200,,NR,2047,,NR,2.82,0.09,A,1489,208,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,ND,,,,,,,,,,,F,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,N
Iacono-Marziano et al. (2012) GCA 97:1-23,10.1016/j.gca.2012.08.035,Trachybasalt,"Etna, Italy",Natural,FTIR,FTIR,IHPV,,1200,,NR,2055,,NR,0.87,0.08,A,1706,239,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,ND,,,,,,,,,,,F,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,N
Iacono-Marziano et al. (2012) GCA 97:1-23,10.1016/j.gca.2012.08.035,Trachybasalt,"Etna, Italy",Natural,FTIR,FTIR,IHPV,,1200,,NR,2055,,NR,3.45,0.07,A,1408,197,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,ND,,,,,,,,,,,T,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,N
Iacono-Marziano et al. (2012) GCA 97:1-23,10.1016/j.gca.2012.08.035,Trachybasalt,"Etna, Italy",Natural,FTIR,FTIR,IHPV,,1200,,NR,2135,,NR,2.7,0.19,A,1412,198,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,ND,,,,,,,,,,,F,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,Y,Y,N,N
Iacono-Marziano et al. (2012) GCA 97:1-23,10.1016/j.gca.2012.08.035,Trachybasalt,"Etna, Italy",Natural,FTIR,FTIR,IHPV,,1200,,NR,2754,,NR,1.64,0.08,A,2515,352,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,ND,,,,,,,,,,,T,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,N
Iacono-Marziano et al. (2012) GCA 97:1-23,10.1016/j.gca.2012.08.035,Trachybasalt,"Etna, Italy",Natural,FTIR,FTIR,IHPV,,1200,,NR,3080,,NR,1.09,0.09,A,2816,394,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,ND,,,,,,,,,,,F,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,N
Iacono-Marziano et al. (2012) GCA 97:1-23,10.1016/j.gca.2012.08.035,Trachybasalt,"Etna, Italy",Natural,FTIR,FTIR,IHPV,,1200,,NR,3080,,NR,3.54,0.3,A,2416,338,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,ND,,,,,,,,,,,T,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,N
Iacono-Marziano et al. (2012) GCA 97:1-23,10.1016/j.gca.2012.08.035,Trachybasalt,"Etna, Italy",Natural,FTIR,FTIR,IHPV,,1200,,NR,4185,,NR,1.36,0.07,A,3673,615,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,ND,,,,,,,,,,,F,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,N
Iacono-Marziano et al. (2012) GCA 97:1-23,10.1016/j.gca.2012.08.035,Trachybasalt,"Etna, Italy",Natural,FTIR,FTIR,IHPV,,1200,,NR,4185,,NR,1.47,0.1,A,3965,663,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,ND,,,,,,,,,,,F,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,N
Iacono-Marziano et al. (2012) GCA 97:1-23,10.1016/j.gca.2012.08.035,Trachybasalt,"Etna, Italy",Natural,FTIR,FTIR,IHPV,,1200,,NR,4185,,NR,3.31,0.21,A,4061,686,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,ND,,,,,,,,,,,F,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,N
Iacono-Marziano et al. (2012) GCA 97:1-23,10.1016/j.gca.2012.08.035,Trachybasalt,"Etna, Italy",Natural,FTIR,FTIR,IHPV,,1200,,NR,4185,,NR,2.16,0.18,A,4230,711,A,47.95,0.82,A,17.32,0.27,A,3.45,0.16,A,5.76,0.28,A,10.93,0.37,A,1.67,0.11,A,10.24,1.25,A,0,0,A,1.99,0.1,A,0.51,0.12,A,,,ND,,,,,,,,,,,F,99.82,48.03646564,5.449809657,diamond,#56b4e9,Y,N,Y,N,N
Lesne et al. (2011) CMP 162:153-168,10.1007/s00410-010-0585-0,Phonotephrite,"Vesuvius, Italy",Natural,FTIR,FTIR,IHPV,Run1#2,1200,5,A,2059,25,A,0.8,0.4,A,2094,431,A,51.29999744,0.415338416,A,14.65231752,0.14427388,A,2.006187282,0.141365282,A,6.870836909,0.093846886,A,12.94682057,0.141928218,A,0.988138881,0.042101917,A,5.167149182,0.217977828,A,0.079756709,0.056735812,A,5.988795508,0.101178061,A,,,ND,,,ND,,,,,,,,,,,F,100,51.29999744,7.99498279,triangle-down,#fbafe4,Y,N,Y,N,N
Lesne et al. (2011) CMP 162:153-168,10.1007/s00410-010-0585-0,Phonotephrite,"Vesuvius, Italy",Natural,FTIR,FTIR,IHPV,Run3#4,1200,5,A,524,25,A,0.82,0.37,A,582,132,A,50.19903322,0.435274626,A,14.47424196,0.160189174,A,1.97483704,0.10048845,A,6.876747685,0.177623549,A,13.17393259,0.267528603,A,1.063971536,0.086275307,A,6.281068032,0.274033333,A,0.123906525,0.090908804,A,5.832261409,0.183633758,A,,,ND,,,ND,,,,,,,,,,,F,100,50.19903322,7.807098449,triangle-down,#fbafe4,Y,N,Y,N,N
Lesne et al. (2011) CMP 162:153-168,10.1007/s00410-010-0585-0,Phonotephrite,"Vesuvius, Italy",Natural,FTIR,FTIR,IHPV,Run4#4,1200,5,A,269,25,A,0.85,0.08,A,215,87,A,50.49412755,0.452783061,A,14.61661926,0.130178998,A,1.958700742,0.074962372,A,6.910479299,0.147066008,A,13.48313187,0.202262912,A,1.072709548,0.065267444,A,5.239411255,0.220930459,A,0.175365365,0.07823488,A,6.04945512,0.103482228,A,,,ND,,,ND,,,,,,,,,,,F,100,50.49412755,8.008155861,triangle-down,#fbafe4,Y,N,Y,N,N
Lesne et al. (2011) CMP 162:153-168,10.1007/s00410-010-0585-0,Phonotephrite,"Vesuvius, Italy",Natural,FTIR,FTIR,IHPV,Run19#1,1200,5,A,1062,25,A,1.02,0.23,A,1022,204,A,50.75098903,0.230019999,A,14.52295302,0.24746589,A,1.829139055,0.079007384,A,7.388588435,0.153228479,A,13.00933256,0.309936553,A,1.05398794,0.051115555,A,5.571229083,0.224975554,A,0.105153843,0.082203204,A,5.768627032,0.079968535,A,,,ND,,,ND,,,,,,,,,,,F,100,50.75098903,7.597766087,triangle-down,#fbafe4,Y,N,Y,N,N
Lesne et al. (2011) CMP 162:153-168,10.1007/s00410-010-0588-x,Phonotephrite,"Vesuvius, Italy",Natural,KFT,ND,IHPV,Run1#1,1200,10,A,2059,25,A,5.3,0.15,A,0,,NR,50.75307817,0.460793241,A,14.44259948,0.126682886,A,2.072779788,0.128695654,A,6.698852201,0.179838767,A,12.54296361,0.627644107,A,1.014247006,0.057168298,A,6.203306861,0.216188369,A,0.174625928,0.093152333,A,6.097546955,0.23326468,A,,,ND,,,ND,,,,,,,,,,,F,100,50.75307817,8.170326743,triangle-down,#fbafe4,Y,Y,N,N,N
Lesne et al. (2011) CMP 162:153-168,10.1007/s00410-010-0588-x,Phonotephrite,"Vesuvius, Italy",Natural,KFT,ND,IHPV,Run3#1,1200,10,A,524,25,A,2.18,0.02,A,0,,NR,49.53936137,0.476772482,A,14.22036459,0.159349459,A,1.883463945,0.086214848,A,6.821047961,0.09994971,A,13.0136141,0.169752107,A,1.002511414,0.074321,A,7.569807796,0.266195417,A,0.089916574,0.057369659,A,5.859912247,0.095563824,A,,,ND,,,ND,,,,,,,,,,,F,100,49.53936137,7.743376192,triangle-down,#fbafe4,Y,Y,N,N,N
Lesne et al. (2011) CMP 162:153-168,10.1007/s00410-010-0588-x,Phonotephrite,"Vesuvius, Italy",Natural,KFT,ND,IHPV,Run5#1,1200,10,A,2138,25,A,5.31,0.15,A,0,,NR,50.00071701,0.394385302,A,14.2327535,0.163295642,A,1.924773049,0.049045897,A,7.10824705,0.072789193,A,12.79921666,0.160182916,A,0.969963361,0.068892428,A,6.933729523,0.125842229,A,0.113996439,0.03511932,A,5.916603409,0.170618874,A,,,ND,,,ND,,,,,,,,,,,F,100,50.00071701,7.841376458,triangle-down,#fbafe4,Y,N,N,N,N
Lesne et al. (2011) CMP 162:153-168,10.1007/s00410-010-0588-x,Phonotephrite,"Vesuvius, Italy",Natural,KFT,ND,IHPV,Run7#1,1200,10,A,1006,25,A,3.46,0.15,A,0,,NR,49.3954931,0.298646112,A,14.48879506,0.254694916,A,1.931046257,0.032437632,A,7.309395773,0.155246578,A,12.60839064,0.073045876,A,0.980786477,0.091098847,A,7.367524282,0.156773722,A,0.116891147,0.108331897,A,5.801677259,0.126769476,A,,,ND,,,ND,,,,,,,,,,,T,100,49.3954931,7.732723517,triangle-down,#fbafe4,Y,Y,N,N,N
Lesne et al. (2011) CMP 162:153-168,10.1007/s00410-010-0588-x,Phonotephrite,"Vesuvius, Italy",Natural,KFT,ND,IHPV,Run8#1,1200,10,A,517,25,A,2.08,0.03,A,0,,NR,49.41791503,0.628655603,A,14.27608176,0.217287521,A,1.964185271,0.049292663,A,6.711786017,0.176553391,A,12.74670413,0.270694477,A,0.996603363,0.079330742,A,7.556851789,0.281393971,A,0.116621912,0.066713317,A,6.213250734,0.158069183,A,,,ND,,,ND,,,,,,,,,,,F,100,49.41791503,8.177436005,triangle-down,#fbafe4,Y,Y,N,N,N
Lesne et al. (2011) CMP 162:153-168,10.1007/s00410-010-0588-x,Phonotephrite,"Vesuvius, Italy",Natural,KFT,ND,IHPV,Run26#1,1200,10,A,264,25,A,1.56,0.18,A,0,,NR,49.72328345,0.340825958,A,14.195709,0.084495421,A,2.222394555,0.186187821,A,7.006184654,0.34505355,A,13.03975449,0.410566972,A,0.97681229,0.086118965,A,7.208113161,0.222448496,A,0.114989723,0.075487306,A,5.512758673,0.184074002,A,,,ND,,,ND,,,,,,,,,,,F,100,49.72328345,7.735153228,triangle-down,#fbafe4,Y,N,N,N,N
Lesne et al. (2011) CMP 162:153-168,10.1007/s00410-010-0588-x,Phonotephrite,"Vesuvius, Italy",Natural,KFT,ND,IHPV,Run30#1,1200,10,A,172,25,A,1.18,0.15,A,0,,NR,49.62574075,0.19,A,14.2282802,0.179391193,A,1.854000416,0.044607174,A,7.114756611,0.051591666,A,13.02402631,0.251462124,A,1.05176986,0.084609692,A,7.562344488,0.288358631,A,0.128440047,0.050039984,A,5.410641313,0.089536026,A,,,ND,,,ND,,,,,,,,,,,T,100,49.62574075,7.264641729,triangle-down,#fbafe4,Y,N,N,N,N
Lesne et al. (2011) CMP 162:153-168,10.1007/s00410-010-0588-x,Phonotephrite,"Vesuvius, Italy",Natural,KFT,ND,IHPV,Run37#1,1200,10,A,163,25,A,1.08,0.15,A,0,,NR,49.70607241,0.37,A,14.76009996,0.266596512,A,2.063608655,0.057561272,A,6.637957674,0.200767278,A,11.99201935,0.277426026,A,0.915306416,0.038468169,A,7.61598495,0.381286375,A,0.157429358,0.079657391,A,6.151521224,0.161197084,A,,,ND,,,ND,,,,,,,,,,,T,100,49.70607241,8.215129878,triangle-down,#fbafe4,Y,N,N,N,N
Lesne et al. (2011) CMP 162:153-168,10.1007/s00410-010-0588-x,Phonotephrite,"Vesuvius, Italy",Natural,KFT,ND,IHPV,Run42#1,1200,10,A,232,25,A,1.32,0.15,A,0,,NR,49.04283022,0.35,A,15.01463133,0.22700022,A,1.917606667,0.131060927,A,6.678725247,0.113531787,A,12.5350235,0.16287838,A,1.001079593,0.09191953,A,7.754981299,0.322374782,A,0.096010582,0.014162156,A,5.959111556,0.101744287,A,,,ND,,,ND,,,,,,,,,,,F,100,49.04283022,7.876718224,triangle-down,#fbafe4,Y,N,N,N,N
Lesne et al. (2011) CMP 162:153-168,10.1007/s00410-010-0588-x,Phonotephrite,"Vesuvius, Italy",Natural,KFT,ND,IHPV,Run48#1,1200,10,A,2760,25,A,6.58,0.1,A,0,,NR,49.79390728,0.4,A,14.64227645,0.269787527,A,2.01287033,0.087792656,A,6.647767554,0.185283552,A,12.28963023,0.256482615,A,1.005792321,0.041206044,A,7.218749467,0.264464969,A,0.082413364,0.058512326,A,6.306593005,0.070952542,A,,,ND,,,ND,,,,,,,,,,,F,100,49.79390728,8.319463335,triangle-down,#fbafe4,Y,N,N,N,N
Lesne et al. (2011) CMP 162:153-168,10.1007/s00410-010-0588-x,Phonotephrite,"Vesuvius, Italy",Natural,FTIR,ND,IHPV,Run51#1,1200,10,A,3948,25,A,8.23,0.320156212,A,0,,NR,50.14538581,0.37,A,14.94891691,0.12002422,A,1.888104282,0.065061382,A,6.343832107,0.28280017,A,12.16149449,0.385667951,A,0.930889186,0.052932062,A,7.250719568,0.265370381,A,0.185363519,0.051483637,A,6.145294129,0.06,A,,,ND,,,ND,,,,,,,,,,,F,99.99999999,50.14538581,8.033398412,triangle-down,#fbafe4,Y,N,N,N,N
Iacono-Marziano et al. (2012) GCA 97:1-23,10.1016/j.gca.2012.08.035,Trachyandesite,"Torre Alfina, Italy",Synthetic,FTIR,FTIR,IHPV,2TA1,1200,,NR,3510,,NR,2.83,0.15,A,3166.666667,208.1665999,A,54.48,0.43,A,13,0.3,A,0.86,0.11,A,8.43,0.25,A,8.07,0.51,A,1.38,0.09,A,5.31,0.13,A,,,ND,7.87,0.11,A,0.6,0.06,A,,,ND,,,,,,,,,,,T,100,54.48,8.73,square,#ca9161,N,N,Y,N,N
Iacono-Marziano et al. (2012) GCA 97:1-23,10.1016/j.gca.2012.08.035,Basaltic trachyandesite,"Torre Alfina, Italy",Synthetic,FTIR,FTIR,IHPV,2TA2,1200,,NR,3510,,NR,2.52,0.13,A,5333.333333,513.1601439,A,51.71,0.32,A,12.38,0.26,A,0.82,0.07,A,9.27,0.24,A,11.41,0.29,A,1.22,0.09,A,5.38,0.22,A,,,ND,7.21,0.12,A,0.6,0.06,A,,,ND,,,,,,,,,,,F,100,51.71,8.03,square,#949494,N,N,Y,N,N
Iacono-Marziano et al. (2012) GCA 97:1-23,10.1016/j.gca.2012.08.035,Tephrite,"Torre Alfina, Italy",Synthetic,FTIR,FTIR,IHPV,2TA3,1200,,NR,3510,,NR,2.49,0.1,A,9766.666667,929.1573243,A,47.36,0.66,A,11.55,0.29,A,0.83,0.09,A,10.9,0.35,A,15.92,0.62,A,1.22,0.13,A,5.04,0.14,A,,,ND,6.58,0.26,A,0.6,0.08,A,,,ND,,,,,,,,,,,F,100,47.36,7.41,triangle-up,#ece133,N,N,Y,N,N
Iacono-Marziano et al. (2008) CMP 155:719-738,10.1007/s00410-007-0267-8,Basalt,"Stromboli, Italy",Natural,FTIR,FTIR,IHPV,#4-3,1100,,NR,2140,,NR,2.6,,NR,1950,70.71067812,A,49.18,,NR,14.7,,NR,2.2,,NR,7.65,,NR,15.41,,NR,0.9,,NR,7.41,,NR,,,ND,1.89,,NR,0.65,,NR,,,ND,,,,,,,,,,,T,99.99,49.18491849,4.090409041,star-triangle-down,#0173b2,N,N,Y,N,N
Iacono-Marziano et al. (2008) CMP 155:719-738,10.1007/s00410-007-0267-8,Basalt,"Stromboli, Italy",Natural,FTIR,FTIR,IHPV,#4-4,1100,,NR,2140,,NR,2.3,,NR,4300,141.4213562,A,46.84,,NR,14.48,,NR,2.32,,NR,6.86,,NR,19.45,,NR,0.71,,NR,6.95,,NR,,,ND,1.77,,NR,0.62,,NR,,,ND,,,,,,,,,,,F,100,46.84,4.09,star-triangle-down,#0173b2,N,N,Y,N,N
Iacono-Marziano et al. (2008) CMP 155:719-738,10.1007/s00410-007-0267-8,Basalt,"Stromboli, Italy",Natural,FTIR,FTIR,IHPV,#5-2,1150,,NR,2130,,NR,2.4,,NR,1300,,NR,50.26,,NR,15.44,,NR,2.32,,NR,7.27,,NR,13.46,,NR,0.99,,NR,7.53,,NR,,,ND,2.04,,NR,0.69,,NR,,,ND,,,,,,,,,,,F,100,50.26,4.36,star-triangle-down,#0173b2,N,N,Y,N,N
Iacono-Marziano et al. (2008) CMP 155:719-738,10.1007/s00410-007-0267-8,Basalt,"Stromboli, Italy",Natural,FTIR,FTIR,IHPV,#5-3,1150,,NR,2130,,NR,2.6,,NR,2050,70.71067812,A,49.07,,NR,14.8,,NR,2.24,,NR,7.55,,NR,15.84,,NR,0.86,,NR,7.18,,NR,,,ND,1.8,,NR,0.66,,NR,,,ND,,,,,,,,,,,T,100,49.07,4.04,star-triangle-down,#0173b2,N,N,Y,N,N
